month,denominator,numerator_cpu,numerator_impl,numerator_reversal,ratio_cpu,ratio_impl,ratio_reversal,cpu_index,cpu_impl,cpu_reversal
2008-01,34864,15279,10907,6129,0.4382457549334557,0.3128441945846719,0.1757973841211565,100.5922445904398,98.70833980569263,103.53259097393818
2008-02,37987,18444,14074,8053,0.48553452496906835,0.3704951694000579,0.21199357674994077,111.44661903275632,116.89832738005488,124.84966360834721
2008-03,37645,17281,12536,7351,0.45905166688803295,0.33300571124983397,0.19527161641652277,105.36790610159304,105.06968475769023,115.00157691390002
2008-04,41919,19349,14268,8168,0.4615806674777547,0.3403707149502612,0.19485197643073546,105.94839739677806,107.39348459325085,114.75443777003834
2008-05,41383,19412,14821,8146,0.46908150689896816,0.3581422323176183,0.19684411473310295,107.67009410507107,113.0007389566847,115.92767047229735
2008-06,40724,17522,12438,6773,0.43026225321677636,0.3054218642569492,0.1663147038601316,98.75976053707038,96.3664523204171,97.94794327448943
2008-07,43768,20740,15208,8829,0.4738621824163773,0.34746847011515264,0.20172271979528422,108.76742106269958,109.63296239338656,118.80083394370655
2008-08,35355,16878,12640,7511,0.4773865082732287,0.3575166171687173,0.21244519869891104,109.57637321937852,112.80334538578181,125.11563793300138
2008-09,39148,17685,12295,6817,0.45174721569428833,0.3140645754572392,0.17413405537958515,103.69128714337481,99.09339336253318,102.55300453061764
2008-10,42454,19940,14309,8203,0.46968483535120364,0.33704715692278703,0.1932208979130353,107.80857842021258,106.34483833156972,113.79384449463986
2008-11,40250,18595,13472,7574,0.46198757763975157,0.3347080745341615,0.18817391304347827,106.04179706142088,105.6068130037976,110.82151687575228
2008-12,35220,14906,10587,5857,0.42322544009085744,0.3005962521294719,0.16629755820556502,97.14457358059401,94.84387919969203,97.93784566097773
2009-01,39569,17019,11906,7231,0.4301094290985367,0.30089211251232023,0.18274406732543153,98.72468222562475,94.93722882135917,107.6237105000289
2009-02,42578,19438,14343,8509,0.4565268448494528,0.33686410822490487,0.19984499037061393,104.78837392542681,106.2870829588177,117.69498021638296
2009-03,49401,21760,15600,8924,0.4404769134228052,0.31578308131414345,0.18064411651586001,101.10437103537197,99.63561489969986,106.38698363222228
2009-04,48295,20472,14881,8253,0.423894813127653,0.3081271353142147,0.17088725540946267,97.29821736488991,97.22001719203499,100.64086223702573
2009-05,48113,20865,15352,8981,0.4336665766009187,0.31908216074657575,0.18666472678901752,99.54116806165575,100.6765376954539,109.93270977564838
2009-06,47687,19610,14099,7575,0.4112231845156961,0.2956570973221213,0.15884832344244762,94.38964939738791,93.28548118714738,93.55075776627304
2009-07,50250,21649,15909,9778,0.4308258706467662,0.3165970149253731,0.1945870646766169,98.88912982755348,99.8924265550454,114.59842293272744
2009-08,43142,18240,13252,7350,0.4227898567521209,0.3071716656622317,0.17036762319781187,97.04459245069954,96.91854820295185,100.33483453647332
2009-09,49835,20175,14191,7892,0.40483595866358985,0.2847597070332096,0.15836259656867663,92.92356472243877,89.84714567620338,93.26469798217225
2009-10,54502,22588,16199,9280,0.41444350666030605,0.2972184506990569,0.17026898095482734,95.12882240518988,93.7781181046773,100.27674102702366
2009-11,53609,23352,17110,9832,0.4355985002518234,0.31916282713723443,0.1834020407021209,99.98460997577394,100.70198948787284,108.01121164983883
2009-12,53565,21365,14794,8043,0.3988611966769346,0.2761878092037711,0.15015401848221788,91.5521544751848,87.14254760990016,88.43040899800137
2010-01,51384,22782,16940,10545,0.4433675852405418,0.32967460688151956,0.20521952358710882,101.76787812756186,104.01865748083017,120.86021132582722
2010-02,49308,21904,16331,9096,0.44422811714123467,0.3312038614423623,0.18447310781211973,101.96539934586895,104.50116660663149,108.6419966501931
2010-03,56659,24103,17866,10297,0.42540461356536474,0.31532501456079354,0.18173635256534706,97.64476770383412,99.49108605906282,107.03023568471355
2010-04,54418,22624,16133,9186,0.4157447903267301,0.29646440516005734,0.16880443970744974,95.42751108244667,93.54020228401986,99.41422677126711
2010-05,55836,24629,17901,10091,0.44109535066981875,0.32059961315280466,0.1807256966831435,101.24632333066543,101.1553230152578,106.43502875037447
2010-06,53424,22495,15948,9079,0.421065438754118,0.29851752021563344,0.16994234800838576,96.6487801123516,94.1879994369606,100.08437664451814
2010-07,51724,21809,15903,8841,0.4216417910447761,0.30745881989018636,0.17092645580388213,96.78107248470089,97.00915086587555,100.6639485782801
2010-08,47085,20696,15329,8301,0.4395455028140597,0.3255601571625783,0.17629818413507486,100.89058075283224,102.72046973114261,103.82752780283333
2010-09,49879,20768,14696,8092,0.416367609615269,0.29463301188877083,0.16223260289901562,95.57046920469445,92.96236260385572,95.54386603958432
2010-10,49599,20954,15156,8213,0.42246819492328475,0.30557067682816186,0.1655880158874171,96.97076016596559,96.41340553898686,97.51997394479291
2010-11,48957,21366,15429,8369,0.43642380047797047,0.31515411483546785,0.170945932144535,100.17404433143983,99.43716392001676,100.67541880589789
2010-12,44713,18408,13166,7405,0.4116923489812806,0.2944557511238342,0.16561179075436674,94.4973385333212,92.90643343488775,97.53397570931098
2011-01,47098,19545,13552,8392,0.41498577434285955,0.28774045607032145,0.1781816637649157,95.2532912054985,90.78762913066333,104.93676800625789
2011-02,48025,21098,15529,9025,0.4393128578865174,0.3233524206142634,0.18792295679333682,100.83718086203899,102.02388653354859,110.67372087225576
2011-03,58088,25998,18418,11066,0.44756231923977413,0.3170706514254235,0.19050406280126705,102.7307116603286,100.04186794919825,112.19381512118522
2011-04,51861,21444,15442,9047,0.4134899057094927,0.2977574670754517,0.17444707969379689,94.90993868753594,93.94818810297997,102.73735436295557
2011-05,57273,26257,18761,11099,0.4584533724442582,0.32757145600893967,0.1937911406771079,105.23057726190027,103.3550730685675,114.12967833621674
2011-06,55956,24238,17266,9666,0.4331617699621131,0.30856387161341053,0.17274286939738365,99.42529783973126,97.35781586553676,101.7336914903014
2011-07,52943,23376,16578,9236,0.4415314583608787,0.3131292144381694,0.17445176888351624,101.3464248171785,98.79826903256466,102.74011597379318
2011-08,53637,24825,18113,9772,0.4628334918060294,0.337695993437366,0.1821876689598598,106.23596301456206,106.54955868843754,107.29603005876815
2011-09,56498,25031,18010,9762,0.4430422315834189,0.31877234592374953,0.17278487734079082,101.69319844319004,100.57878518050323,101.75843128517477
2011-10,55562,25159,18134,10366,0.4528094741010043,0.32637414059969044,0.18656635830243692,103.93511142749787,102.97729710750912,109.8747774899276
2011-11,57046,26290,19207,10123,0.46085615117624373,0.33669319496546646,0.17745328331521928,105.78209636547105,106.23315654949965,104.50780192380546
2011-12,50740,21953,15514,8412,0.4326566811194324,0.3057548285376429,0.16578636184469847,99.30936284245888,96.47150893304021,97.63678609742651
2012-01,48117,20276,14627,8133,0.42138952968805204,0.303988195440281,0.16902550034291414,96.72316995898181,95.91410232903436,99.54441631001589
2012-02,55470,24724,18240,10161,0.4457184063457725,0.3288263926446728,0.18318009734991889,102.30747119593427,103.75102963103147,107.88050225152898
2012-03,60388,25962,18540,10547,0.4299198516261509,0.30701463866993445,0.17465390474928794,98.68116777452876,96.86900317708069,102.85916012235504
2012-04,54607,23009,16315,8929,0.4213562363799513,0.29877121980698446,0.1635138352225905,96.7155280170942,94.26804652079697,96.29842392315241
2012-05,59369,25688,18381,9955,0.4326837238289343,0.309606023345517,0.16768010241034884,99.31557006025386,97.68663471237018,98.7520692876423
2012-06,56981,23978,16865,9228,0.4208069356452151,0.295975851599656,0.16194871974868816,96.58944489309296,93.38605427140483,95.3766783522693
2012-07,56447,24559,17526,9788,0.4350806951653764,0.3104859425655925,0.17340159795914753,99.86575616984497,97.96426609208005,102.12163739227766
2012-08,55170,23527,16718,9599,0.4264455319920247,0.3030270074315751,0.173989487040058,97.88369373972732,95.61082908879908,102.46786370307422
